Epoch,MCRMSE
1,0.508484423160553
2,0.4827725887298584
3,0.5031437277793884
4,0.4702152609825134
5,0.481071412563324
6,0.48648399114608765
7,0.500960111618042
8,0.4837958812713623
9,0.481198251247406
10,0.4819291830062866
11,0.48284029960632324
12,0.4888328015804291
13,0.4869721829891205
14,0.4816243648529053
15,0.48838353157043457
16,0.4900463819503784
17,0.4872780740261078
18,0.49579715728759766
19,0.4906223714351654
20,0.4861685037612915
21,0.481538861989975
22,0.48533567786216736
23,0.48068615794181824
24,0.4853702187538147
25,0.4830024242401123
26,0.483248233795166
27,0.4894139766693115
28,0.4858555793762207
29,0.48654279112815857
30,0.485793799161911
