Epoch,MSE Loss
1,0.7321056121889549
2,0.24729627559456643
3,0.2126744910131527
4,0.18166087699841849
5,0.15102753609041625
6,0.11835506709316108
7,0.10718639770263358
8,0.08979630206204668
9,0.07507058864907373
10,0.06302914565688447
11,0.05211535421541975
12,0.042493875975473015
13,0.037137114289629305
14,0.032142624211839485
15,0.02635405750214299
16,0.022041555034303214
17,0.021281235886714125
18,0.02188322124884853
19,0.018899686233718183
20,0.017675446193146555
21,0.016001139732101297
22,0.015335276487130152
23,0.015725570341831523
24,0.015120831235677382
25,0.01542456340799226
26,0.014456631262091141
27,0.013598466138768046
28,0.01337989193351963
29,0.013687681937236575
30,0.014043096759462659
