Epoch,MSE Loss
1,0.6064313257796855
2,0.2904792143196999
3,0.24208991323845297
4,0.22622964351992064
5,0.19411742592914194
6,0.1669095552797559
7,0.1410285840871968
8,0.12825528060710883
9,0.1149727292830431
10,0.09844992951124529
11,0.08763533509984801
12,0.07817358537753925
13,0.07391901262387444
14,0.08112675932389271
15,0.05433820782205726
16,0.04195711311377302
17,0.03404179698775841
18,0.029472731124562553
19,0.02763990586317038
20,0.024463478334342377
21,0.02286042853058139
22,0.021405471606722362
23,0.020501622057791
24,0.019670119202589688
25,0.01929946092865135
26,0.018807260036657128
27,0.02049269050925593
28,0.018094310572347307
29,0.01617623003836297
30,0.015760572627186775
