Epoch,MCRMSE
1,0.6813040971755981
2,0.592790961265564
3,0.6752791404724121
4,0.5272315144538879
5,0.529459536075592
6,0.5172993540763855
7,0.5398969650268555
8,0.524052619934082
9,0.5235724449157715
10,0.5455146431922913
11,0.5484069585800171
12,0.5387780070304871
13,0.5574517250061035
14,0.5647525787353516
15,0.552586555480957
16,0.5582075119018555
17,0.5389341115951538
18,0.5440554618835449
19,0.541245698928833
20,0.5476810336112976
21,0.5434259176254272
22,0.5463278889656067
23,0.5451856851577759
24,0.543425440788269
25,0.5509583950042725
26,0.5363781452178955
27,0.5478371381759644
28,0.5577292442321777
29,0.5342078804969788
30,0.5391868352890015
