Epoch,MSE Loss
1,0.6091357978838908
2,0.38180343033392217
3,0.28166559489467474
4,0.24702690258810792
5,0.21359487971927546
6,0.18832349682910532
7,0.1585197398745561
8,0.14931543963619426
9,0.12815970493645606
10,0.12367033949003944
11,0.11310002481258369
12,0.11506238098763212
13,0.10603221901987173
14,0.09453168784893012
15,0.08460626345646532
16,0.08008280424754831
17,0.0738919902640053
18,0.06352273888791664
19,0.05601074744628955
20,0.045515812791978257
21,0.038656879004232494
22,0.03293149338304242
23,0.029701565451259855
24,0.026029819834835922
25,0.02276459319776372
26,0.02059583215019371
27,0.01878829578621478
28,0.017250766341067567
29,0.017192615938809098
30,0.015615418164318875
