Epoch,MCRMSE
1,0.596272885799408
2,0.5734524726867676
3,0.6249158382415771
4,0.5563820600509644
5,0.5514925122261047
6,0.5020136833190918
7,0.5612522959709167
8,0.5644700527191162
9,0.5370091199874878
10,0.5335748195648193
11,0.5446281433105469
12,0.5415828227996826
13,0.6124547719955444
14,0.6023726463317871
15,0.5595362782478333
16,0.574210524559021
17,0.5609149932861328
18,0.5579098463058472
19,0.5364124178886414
20,0.5460507273674011
21,0.5573070049285889
22,0.5573647022247314
23,0.5355932116508484
24,0.564735472202301
25,0.5620602965354919
26,0.5273066163063049
27,0.5516444444656372
28,0.5445303916931152
29,0.5551484823226929
30,0.526868462562561
