Epoch,MCRMSE
1,0.5898807048797607
2,0.5666172504425049
3,0.5097174048423767
4,0.5535169839859009
5,0.5341069102287292
6,0.5540446043014526
7,0.5441077947616577
8,0.5381783246994019
9,0.5205031633377075
10,0.5294119119644165
11,0.5270287990570068
12,0.5454229116439819
13,0.575501024723053
14,0.5667099952697754
15,0.5586116909980774
16,0.5372688174247742
17,0.544662356376648
18,0.5621662139892578
19,0.5481027960777283
20,0.5331755876541138
21,0.5580853819847107
22,0.5463553667068481
23,0.5565259456634521
24,0.5560829639434814
25,0.5354716181755066
26,0.5429828763008118
27,0.5443649888038635
28,0.5388327836990356
29,0.5445204973220825
30,0.5383005142211914
