Epoch,MSE Loss
1,0.592759432483323
2,0.27984014021444925
3,0.22624568810945825
4,0.17556027238127553
5,0.14361832979359204
6,0.12775671067117136
7,0.11765942939474613
8,0.10364477317544478
9,0.09098839241115353
10,0.07745153772868688
11,0.06215260842744308
12,0.04949638987832432
13,0.038656623845424835
14,0.0308395233476841
15,0.024049799818592735
16,0.02022523344553347
17,0.018652264464976667
18,0.015818094681429713
19,0.014703947154781486
20,0.013588591714542879
21,0.012154685050437722
22,0.011254276125397108
23,0.011137684152897778
24,0.010605068329155823
25,0.01028502216751251
26,0.010763099487823776
27,0.009970445103377482
28,0.009377194403470316
29,0.009390943324122625
30,0.00992885915727555
