Epoch,MSE Loss
1,0.796783823755723
2,0.3289269950193695
3,0.2545859947612014
4,0.21488866549503954
5,0.18640815230864513
6,0.15449536789821672
7,0.13690951409973676
8,0.1294150041251243
9,0.11700513845757593
10,0.10838309156743786
11,0.09922573441946053
12,0.0931348218759404
13,0.08607193959664695
14,0.07862354324588293
15,0.10761921527453616
16,0.0819596780251853
17,0.06596449965351744
18,0.054468168865276285
19,0.057980186624240274
20,0.04971627730734741
21,0.04364771344050576
22,0.03591273321852654
23,0.030159770452146288
24,0.02702930425824244
25,0.025518891649155676
26,0.023802628905712803
27,0.02211027123222623
28,0.021597372497655924
29,0.020294151870133
30,0.01934509263432856
