Epoch,MCRMSE
1,0.7404766082763672
2,0.5024855732917786
3,0.6088790893554688
4,0.5824639797210693
5,0.5311095714569092
6,0.5032393932342529
7,0.5772244334220886
8,0.512203574180603
9,0.5942697525024414
10,0.6096933484077454
11,0.604254424571991
12,0.5596215724945068
13,0.584516167640686
14,0.5779192447662354
15,0.7139539122581482
16,0.5891209840774536
17,0.592532753944397
18,0.604073166847229
19,0.6203664541244507
20,0.5894230604171753
21,0.5874676704406738
22,0.6000185012817383
23,0.6099514365196228
24,0.603821337223053
25,0.5686700344085693
26,0.5993453860282898
27,0.5553344488143921
28,0.5952163934707642
29,0.5859895348548889
30,0.5450409650802612
