Epoch,MSE Loss
1,4.02441231736654
2,0.4304333706445332
3,0.4259156203722652
4,0.42123844465122945
5,0.42201818544653397
6,0.4182504121261307
7,0.4192466856558112
8,0.41819573127770726
9,0.4179449398306352
10,0.4190627494944802
11,0.420920619104482
12,0.4163024384009687
13,0.41241309801234477
14,0.41315554101255875
15,0.413966654976712
16,0.41258228806000724
17,0.41036097384706327
18,0.405018003681038
19,0.3923456072807312
20,0.3664479176454906
21,0.34641392189490644
22,0.3463707570033737
23,0.33422284563885457
24,0.32524746335759946
25,0.3196168228795257
26,0.32069260315804543
27,0.30624870767321766
28,0.30709786939470074
29,0.30778364591960666
30,0.29973597503915617
31,0.30323323758342596
32,0.2779751569032669
33,0.2775221482107911
34,0.27211083226566074
35,0.25641626477996005
36,0.25026585803001744
37,0.23875664155694504
38,0.23440008374709118
39,0.23613980506794363
40,0.22767860432968864
41,0.2180108716593513
42,0.21411792688731907
43,0.21143451106699207
44,0.1971165962234328
45,0.19017529940303368
46,0.18703368494782266
47,0.18241905109791817
48,0.18443746845933456
49,0.17342957024332845
50,0.17037861294384243
51,0.16953064689907846
52,0.16625386759450164
53,0.1623116284608841
54,0.15813859561576118
55,0.15819007045106043
56,0.15093876091362554
57,0.15178531851572327
58,0.14600078978493244
59,0.14775844484190398
60,0.1413377165982995
