Epoch,MSE Loss
1,0.5893260655523855
2,0.2786550172899343
3,0.24297707273235805
4,0.21381287559678283
5,0.18629994158503377
6,0.16405464001471484
7,0.1406786903927598
8,0.12652046497486816
9,0.12135007807725592
10,0.11728348252894003
11,0.10959808481267735
12,0.1037299000198328
13,0.09695866524795943
14,0.08949645278574545
15,0.08433940407784679
16,0.07651911086485355
17,0.0700436786194391
18,0.06281681405969813
19,0.05365156660540194
20,0.04825668234991122
21,0.04027252392018143
22,0.03421390445643588
23,0.030431962183004695
24,0.028480691835284233
25,0.025159978036639056
26,0.0216092425575362
27,0.01919934612144775
28,0.01571083810369048
29,0.015803027402939675
30,0.015373728473824037
