Epoch,MCRMSE
1,0.6653441190719604
2,0.6616206765174866
3,0.5988373756408691
4,0.5349538326263428
5,0.5831316709518433
6,0.5770165324211121
7,0.597510039806366
8,0.5695835947990417
9,0.6031945943832397
10,0.5512166619300842
11,0.5563921928405762
12,0.5296458005905151
13,0.5764601230621338
14,0.5535513162612915
15,0.5478581190109253
16,0.5834399461746216
17,0.5474928617477417
18,0.5972933769226074
19,0.5653600692749023
20,0.5948999524116516
21,0.6092207431793213
22,0.5749621391296387
23,0.5660662055015564
24,0.5665023326873779
25,0.5554865598678589
26,0.5839048624038696
27,0.5792787075042725
28,0.5797343850135803
29,0.5725785493850708
30,0.5855808258056641
