Epoch,MSE Loss
1,4.532067830426784
2,0.4266309998457945
3,0.4266687424122533
4,0.4249463094563424
5,0.427729442149778
6,0.42386633874494817
7,0.4216318462468401
8,0.41968815481360955
9,0.41578643344625643
10,0.4102599054952211
11,0.4031092139739024
12,0.38592335959024066
13,0.36771449993682814
14,0.3472103435027448
15,0.3248667820722242
16,0.30347213017035135
17,0.2834303735554973
18,0.2642500819284705
19,0.2492912685192084
20,0.2361319363117218
21,0.2228562831878662
22,0.21113022331950032
23,0.19953517049928254
24,0.19041316041463538
25,0.18212114840368682
26,0.17209074052074289
27,0.16501450038786175
28,0.15703298283528677
29,0.15135745242049423
30,0.14452254140301596
31,0.13984712043517752
32,0.1350658932064153
33,0.1297509417503695
34,0.12472691254902489
35,0.12051515007698083
36,0.11665670498262477
37,0.11205186958931669
38,0.10838545500477657
39,0.1045416098418115
40,0.10147782075631467
41,0.09764686924747273
42,0.09420124403660811
43,0.09104397223342824
44,0.08682211309294158
45,0.08342203200806546
46,0.07924184636979163
47,0.07615046160696429
48,0.07321004107405868
49,0.06931702311657652
50,0.06535984179641627
51,0.06215955279295957
52,0.0598846640484997
53,0.05651904807626447
54,0.05327504142364369
55,0.0511858051147642
56,0.04826495787010917
57,0.04434272288521634
58,0.04243860023591337
59,0.040442280023346974
60,0.03766004613871816
