Epoch,MCRMSE
1,0.6563390493392944
2,0.6495911478996277
3,0.6494413018226624
4,0.6488221287727356
5,0.6480700969696045
6,0.6491467356681824
7,0.6458717584609985
8,0.6438944339752197
9,0.6414893865585327
10,0.6359742879867554
11,0.6287540793418884
12,0.6208727955818176
13,0.6079893112182617
14,0.597417950630188
15,0.595508337020874
16,0.5776566863059998
17,0.5715379118919373
18,0.56805020570755
19,0.5664304494857788
20,0.5671952366828918
21,0.5691601037979126
22,0.5712745189666748
23,0.5737892389297485
24,0.5745782256126404
25,0.5805189609527588
26,0.5807865858078003
27,0.5864065885543823
28,0.6002904772758484
29,0.5872345566749573
30,0.595340371131897
31,0.5955530405044556
32,0.6001158952713013
33,0.600598931312561
34,0.6007725596427917
35,0.6057724952697754
36,0.6074495911598206
37,0.6068422198295593
38,0.6175962686538696
39,0.610970139503479
40,0.617840051651001
41,0.6152868270874023
42,0.616661548614502
43,0.6249818801879883
44,0.6236244440078735
45,0.6287323236465454
46,0.6318798065185547
47,0.6331731081008911
48,0.6279168128967285
49,0.6324906349182129
50,0.6365288496017456
51,0.6392543315887451
52,0.636692464351654
53,0.6408157348632812
54,0.6458345651626587
55,0.6440253257751465
56,0.645616888999939
57,0.6467178463935852
58,0.6533153653144836
59,0.650397539138794
60,0.6537270545959473
