Epoch,MCRMSE
1,0.6546881794929504
2,0.6476343870162964
3,0.6479220390319824
4,0.6427354216575623
5,0.6389873027801514
6,0.6373031139373779
7,0.635840654373169
8,0.6359455585479736
9,0.6240912675857544
10,0.5994150638580322
11,0.6143478155136108
12,0.6011762619018555
13,0.5334880948066711
14,0.5308201909065247
15,0.5301235914230347
16,0.5274657011032104
17,0.5247150659561157
18,0.5333011150360107
19,0.5329131484031677
20,0.5263368487358093
21,0.5335869789123535
22,0.5313226580619812
23,0.5475999712944031
24,0.5474981665611267
25,0.5564866065979004
26,0.5977985262870789
27,0.5748573541641235
28,0.5446513891220093
29,0.5517319440841675
30,0.5556957125663757
31,0.5496271848678589
32,0.5555950403213501
33,0.5618733763694763
34,0.5831438302993774
35,0.57073974609375
36,0.5768054723739624
37,0.5706676244735718
38,0.5706713199615479
39,0.5715720653533936
40,0.576677680015564
41,0.571447491645813
42,0.5676325559616089
43,0.574505090713501
44,0.5692644119262695
45,0.5735677480697632
46,0.5769184827804565
47,0.5719475150108337
48,0.5821486711502075
49,0.5755302309989929
50,0.5778650045394897
51,0.5785864591598511
52,0.5902793407440186
53,0.5857799053192139
54,0.5849274396896362
55,0.584305465221405
56,0.5882349610328674
57,0.5875859260559082
58,0.5870282053947449
59,0.5918145179748535
60,0.5873823761940002
