Epoch,MCRMSE
1,0.5353900194168091
2,0.4978090226650238
3,0.5830305218696594
4,0.48467326164245605
5,0.5033183097839355
6,0.5027685165405273
7,0.5027385950088501
8,0.5010011196136475
9,0.5008119344711304
10,0.5573841333389282
11,0.4953150451183319
12,0.5465347766876221
13,0.58495032787323
14,0.5262091159820557
15,0.5349084734916687
16,0.548069953918457
17,0.6007695198059082
18,0.5247890949249268
19,0.5314655900001526
20,0.5757908225059509
21,0.5426830649375916
22,0.5177485942840576
23,0.5276338458061218
24,0.5291124582290649
25,0.523007333278656
26,0.5468524694442749
27,0.5467161536216736
28,0.5325154066085815
29,0.5286858081817627
30,0.5233275890350342
