Epoch,MCRMSE
1,0.6542956233024597
2,0.6478180885314941
3,0.6486436128616333
4,0.6434964537620544
5,0.6415793299674988
6,0.6355167031288147
7,0.6370891332626343
8,0.6359777450561523
9,0.6246203780174255
10,0.6185447573661804
11,0.5803389549255371
12,0.574478030204773
13,0.5597070455551147
14,0.5291367769241333
15,0.5458588600158691
16,0.5261890292167664
17,0.5340427160263062
18,0.5345114469528198
19,0.5269366502761841
20,0.5295264720916748
21,0.5305448770523071
22,0.5343874096870422
23,0.5361478328704834
24,0.546143651008606
25,0.5464916229248047
26,0.5539258122444153
27,0.5477339029312134
28,0.5492914915084839
29,0.5697638988494873
30,0.5515455007553101
31,0.5650105476379395
32,0.5721549987792969
33,0.5602316856384277
34,0.5654808282852173
35,0.5770868062973022
36,0.5699437856674194
37,0.5752158164978027
38,0.580061674118042
39,0.5740089416503906
40,0.5746792554855347
41,0.5694607496261597
42,0.5780646800994873
43,0.5815284252166748
44,0.5788168907165527
45,0.5744869709014893
46,0.578830361366272
47,0.5793759822845459
48,0.5801727771759033
49,0.5783135890960693
50,0.5788067579269409
51,0.5773471593856812
52,0.5830808877944946
53,0.5790543556213379
54,0.5745577812194824
55,0.5785008668899536
56,0.5768202543258667
57,0.5782055258750916
58,0.5873366594314575
59,0.5803122520446777
60,0.5841100215911865
