Epoch,MCRMSE
1,0.5336977243423462
2,0.6089732646942139
3,0.5681798458099365
4,0.4937635362148285
5,0.5261695384979248
6,0.5506359338760376
7,0.5689363479614258
8,0.5855920910835266
9,0.548830509185791
10,0.5048860907554626
11,0.5234711170196533
12,0.5576975345611572
13,0.5816143751144409
14,0.558880090713501
15,0.5380734205245972
16,0.5702378749847412
17,0.5942707657814026
18,0.5649353265762329
19,0.5923255681991577
20,0.5826936960220337
21,0.6073826551437378
22,0.6090490818023682
23,0.5820216536521912
24,0.5735604166984558
25,0.618977427482605
26,0.5670539140701294
27,0.6131988763809204
28,0.554657518863678
29,0.5651165246963501
30,0.5640417337417603
