Epoch,MSE Loss
1,0.5778309421826012
2,0.3129428261065785
3,0.2324301334498804
4,0.1979189914993093
5,0.167257919341703
6,0.14425898852604854
7,0.12997361659249174
8,0.1241698531976229
9,0.11887494144560415
10,0.10725936303033104
11,0.10142596056566963
12,0.0947259395748754
13,0.08679215487422823
14,0.078016839308452
15,0.07225129913680162
16,0.06852857353566569
17,0.056543453490432306
18,0.047278682217945026
19,0.04143226299953612
20,0.03448398941774157
21,0.02981624620247491
22,0.02592392492143414
23,0.022115712006918236
24,0.02039511508862429
25,0.01914469219885672
26,0.01918408816939668
27,0.016474463611463958
28,0.01585044415927009
29,0.016592295734282538
30,0.014695109009648426
